event_id,session_id,anonymous_id,article_id,content_version,event_type,occurred_at,received_at,channel,device,client_agent,duration_seconds,scroll_percent
e-04-0031-read_end,s-04-0031,anon-0073-4,guide-map,history-v1,read_end,2026-08-05T11:46:42+08:00,2026-08-05T11:48:11+08:00,campaign,desktop,browser,152,74
e-04-0142-read_end,s-04-0142,anon-0070-4,guide-map,history-v1,read_end,2026-08-04T11:18:54+08:00,2026-08-04T11:20:20+08:00,direct,desktop,browser,140,92
e-03-0029-read_end,s-03-0029,anon-0046-3,guide-remote,history-v1,read_end,2026-08-08T16:20:25+08:00,2026-08-08T08:21:50+00:00,direct,desktop,browser,128,82
e-04-0206-read_end,s-04-0206,anon-0122-4,guide-map,history-v1,read_end,2026-08-01T12:15:30+08:00,2026-08-01T04:16:00+00:00,search,desktop,browser,99,96
e-04-0067-read_end,s-04-0067,anon-0073-4,guide-map,history-v1,read_end,2026-08-02T05:15:54+08:00,2026-08-02T05:16:03+08:00,search,desktop,browser,135,92
e-04-0078-page_view,s-04-0078,anon-0137-4,guide-map,history-v1,page_view,2026-08-01T06:31:40+00:00,2026-08-01T14:33:10+08:00,search,mobile,browser,,
e-00-0148-read_end,s-00-0148,,guide-account,history-v1,read_end,2026-08-05T09:36:02+08:00,2026-08-05T09:37:02+08:00,search,desktop,browser,141,39
e-01-0148-page_view,s-01-0148,anon-0010-1,guide-device,history-v1,page_view,2026-08-02T08:24:06+08:00,2026-08-02T08:24:28+08:00,search,desktop,browser,,
e-00-0039-page_view,s-00-0039,anon-0118-0,guide-account,history-v1,page_view,2026-08-13T01:47:48+00:00,2026-08-13T09:48:43+08:00,home,mobile,browser,,
edge-04,s-00-0002,anon-0031-0,guide-account,history-v1,read_end,2026-08-05T04:51:30+08:00,2026-08-04T20:51:50+00:00,search,mobile,browser,,140
e-04-0306-page_view,s-04-0306,,guide-map,history-v1,page_view,2026-08-04T15:53:39+00:00,2026-08-04T23:54:48+08:00,home,mobile,browser,,
e-01-0172-page_view,s-01-0172,anon-0083-1,guide-device,history-v1,page_view,2026-08-06T14:30:01+08:00,2026-08-06T14:31:13+08:00,search,mobile,browser,,
e-04-0189-page_view,s-04-0189,anon-0112-4,guide-map,history-v1,page_view,2026-08-03T06:00:37+00:00,2026-08-03T14:00:46+08:00,home,desktop,browser,,
e-04-0190-read_end,s-04-0190,anon-0096-4,guide-map,history-v1,read_end,2026-08-13T13:25:05+08:00,2026-08-13T13:25:29+08:00,campaign,desktop,browser,141,73
e-03-0098-read_end,s-03-0098,anon-0035-3,guide-remote,history-v1,read_end,2026-08-08T10:00:42+08:00,2026-08-08T02:00:57+00:00,direct,desktop,browser,96,82
e-06-0004-read_end,s-06-0004,anon-0006-6,guide-faq,history-v1,read_end,2026-08-08T19:31:08+08:00,2026-08-08T19:32:16+08:00,search,mobile,browser,28,39
e-00-0015-read_end,s-00-0015,anon-0066-0,guide-account,history-v1,read_end,2026-08-08T20:22:25+00:00,2026-08-09T04:23:01+08:00,search,mobile,browser,93,48
e-01-0042-page_view,s-01-0042,anon-0082-1,guide-device,history-v1,page_view,2026-08-06T23:42:11+00:00,2026-08-07T07:42:19+08:00,search,mobile,browser,,
e-06-0049-page_view,s-06-0049,anon-0021-6,guide-faq,history-v1,page_view,2026-08-11T07:22:08+08:00,2026-08-11T07:23:13+08:00,home,desktop,browser,,
e-00-0015-page_view,s-00-0015,anon-0066-0,guide-account,history-v1,page_view,2026-08-08T20:20:52+00:00,2026-08-09T04:22:13+08:00,search,mobile,browser,,
e-05-0032-page_view,s-05-0032,,guide-permission,history-v1,page_view,2026-08-13T01:07:15+08:00,2026-08-12T17:08:09+00:00,search,mobile,browser,,
e-04-0170-page_view,s-04-0170,anon-0138-4,guide-map,history-v1,page_view,2026-08-09T02:41:40+08:00,2026-08-08T18:41:50+00:00,direct,desktop,browser,,
e-04-0285-read_end,s-04-0285,,guide-map,history-v1,read_end,2026-08-02T17:51:00+00:00,2026-08-03T01:51:55+08:00,home,desktop,browser,121,91
e-01-0144-page_view,s-01-0144,anon-0056-1,guide-device,history-v1,page_view,2026-08-09T03:04:06+00:00,2026-08-09T11:05:26+08:00,search,mobile,browser,,
e-07-0004-read_end,s-07-0004,anon-0003-7,guide-search,history-v1,read_end,2026-08-13T07:12:33+08:00,2026-08-13T07:12:41+08:00,home,mobile,browser,250,97
e-01-0085-page_view,s-01-0085,anon-0074-1,guide-device,history-v1,page_view,2026-08-03T15:06:04+08:00,2026-08-03T15:07:10+08:00,home,mobile,browser,,
e-04-0272-page_view,s-04-0272,anon-0070-4,guide-map,history-v1,page_view,2026-08-03T09:48:28+08:00,2026-08-03T01:49:13+00:00,home,mobile,browser,,
e-03-0029-page_view,s-03-0029,anon-0046-3,guide-remote,history-v1,page_view,2026-08-08T16:18:17+08:00,2026-08-08T08:18:48+00:00,direct,desktop,browser,,
e-00-0056-page_view,s-00-0056,anon-0067-0,guide-account,history-v1,page_view,2026-08-08T03:07:59+08:00,2026-08-07T19:09:09+00:00,search,desktop,browser,,
e-04-0303-read_end,s-04-0303,anon-0028-4,guide-map,history-v1,read_end,2026-08-01T01:04:29+00:00,2026-08-01T09:05:24+08:00,campaign,desktop,browser,111,84
e-01-0072-read_end,s-01-0072,anon-0043-1,guide-device,history-v1,read_end,2026-08-14T01:26:31+00:00,2026-08-14T09:26:50+08:00,search,desktop,browser,31,88
e-00-0234-read_end,s-00-0234,anon-0085-0,guide-account,history-v1,read_end,2026-08-06T06:51:47+00:00,2026-08-06T14:51:59+08:00,direct,desktop,browser,60,26
e-00-0010-read_end,s-00-0010,anon-0042-0,guide-account,history-v1,read_end,2026-08-04T08:53:59+08:00,2026-08-04T08:55:08+08:00,home,mobile,browser,146,40
e-06-0003-page_view,s-06-0003,anon-0017-6,guide-faq,history-v1,page_view,2026-08-07T20:50:36+00:00,2026-08-08T04:52:02+08:00,search,mobile,browser,,
e-03-0137-read_end,s-03-0137,anon-0067-3,guide-remote,history-v1,read_end,2026-08-07T17:20:56+08:00,2026-08-07T09:21:16+00:00,search,desktop,browser,57,33
e-04-0252-read_end,s-04-0252,anon-0041-4,guide-map,history-v1,read_end,2026-08-01T12:46:51+00:00,2026-08-01T20:47:46+08:00,campaign,mobile,browser,75,92
e-05-0074-read_end,s-05-0074,anon-0014-5,guide-permission,history-v1,read_end,2026-08-06T06:54:07+08:00,2026-08-05T22:54:19+00:00,search,mobile,browser,69,16
e-02-0007-page_view,s-02-0007,anon-0010-2,guide-expense,history-v1,page_view,2026-08-10T13:56:20+08:00,2026-08-10T13:57:32+08:00,home,desktop,browser,,
e-06-0062-page_view,s-06-0062,anon-0019-6,guide-faq,history-v1,page_view,2026-08-05T06:46:21+08:00,2026-08-04T22:46:58+00:00,home,mobile,browser,,
e-04-0236-read_end,s-04-0236,anon-0091-4,guide-map,history-v1,read_end,2026-08-14T21:22:37+08:00,2026-08-14T13:23:43+00:00,search,desktop,browser,164,93
e-03-0122-page_view,s-03-0122,anon-0052-3,guide-remote,history-v1,page_view,2026-08-08T05:14:41+08:00,2026-08-07T21:15:45+00:00,search,desktop,browser,,
e-01-0183-page_view,s-01-0183,anon-0013-1,guide-device,history-v1,page_view,2026-08-07T14:56:25+00:00,2026-08-07T22:57:37+08:00,home,mobile,browser,,
e-07-0007-page_view,s-07-0007,anon-0003-7,guide-search,history-v1,page_view,2026-08-13T00:07:25+08:00,2026-08-13T00:07:55+08:00,direct,mobile,browser,,
e-04-0249-page_view,s-04-0249,anon-0056-4,guide-map,history-v1,page_view,2026-08-08T07:40:15+00:00,2026-08-08T15:40:23+08:00,direct,mobile,browser,,
e-00-0196-page_view,s-00-0196,anon-0030-0,guide-account,history-v1,page_view,2026-08-14T11:29:17+08:00,2026-08-14T11:30:27+08:00,campaign,desktop,browser,,
e-00-0105-read_end,s-00-0105,anon-0089-0,guide-account,history-v1,read_end,2026-08-07T12:54:50+00:00,2026-08-07T20:55:16+08:00,home,desktop,browser,133,24
e-04-0179-page_view,s-04-0179,anon-0033-4,guide-map,history-v1,page_view,2026-08-13T07:38:26+08:00,2026-08-12T23:39:30+00:00,home,mobile,browser,,
e-01-0157-page_view,s-01-0157,anon-0004-1,guide-device,history-v1,page_view,2026-08-11T08:09:04+08:00,2026-08-11T08:09:29+08:00,home,mobile,browser,,
e-00-0154-page_view,s-00-0154,anon-0076-0,guide-account,history-v1,page_view,2026-08-06T22:41:44+08:00,2026-08-06T22:42:52+08:00,home,desktop,browser,,
e-01-0082-page_view,s-01-0082,anon-0003-1,guide-device,history-v1,page_view,2026-08-06T04:47:12+08:00,2026-08-07T04:47:14+08:00,search,desktop,browser,,
e-06-0048-read_end,s-06-0048,anon-0007-6,guide-faq,history-v1,read_end,2026-08-08T20:40:35+00:00,2026-08-09T04:41:22+08:00,campaign,mobile,browser,48,73
e-03-0111-page_view,s-03-0111,anon-0049-3,guide-remote,history-v1,page_view,2026-08-01T19:41:37+00:00,2026-08-02T03:41:50+08:00,search,desktop,browser,,
e-04-0161-read_end,s-04-0161,anon-0023-4,guide-map,history-v1,read_end,2026-08-10T14:48:19+08:00,2026-08-10T06:49:46+00:00,search,desktop,browser,60,83
e-04-0016-read_end,s-04-0016,anon-0049-4,guide-map,history-v1,read_end,2026-08-03T14:10:47+08:00,2026-08-03T14:11:47+08:00,campaign,mobile,browser,158,100
e-05-0013-page_view,s-05-0013,anon-0028-5,guide-permission,history-v1,page_view,2026-08-10T21:05:40+08:00,2026-08-10T21:05:51+08:00,search,desktop,browser,,
e-01-0119-page_view,s-01-0119,anon-0058-1,guide-device,history-v1,page_view,2026-08-03T22:15:35+08:00,2026-08-03T14:16:18+00:00,search,mobile,browser,,
e-01-0120-read_end,s-01-0120,anon-0015-1,guide-device,history-v1,read_end,2026-08-07T07:16:22+00:00,2026-08-07T15:17:27+08:00,home,desktop,browser,176,29
e-06-0028-page_view,s-06-0028,anon-0029-6,guide-faq,history-v1,page_view,2026-08-10T12:46:53+08:00,2026-08-10T12:47:31+08:00,home,desktop,browser,,
e-00-0044-page_view,s-00-0044,anon-0072-0,guide-account,history-v1,page_view,2026-08-04T13:17:22+08:00,2026-08-04T05:18:10+00:00,search,mobile,browser,,
e-05-0049-page_view,s-05-0049,anon-0028-5,guide-permission,history-v1,page_view,2026-08-12T02:56:38+08:00,2026-08-12T02:57:19+08:00,search,desktop,browser,,
e-03-0104-page_view,s-03-0104,anon-0044-3,guide-remote,history-v1,page_view,2026-08-04T19:05:16+08:00,2026-08-04T11:05:18+00:00,home,desktop,browser,,
e-04-0288-read_end,s-04-0288,anon-0160-4,guide-map,history-v1,read_end,2026-08-03T19:56:46+00:00,2026-08-04T03:57:12+08:00,search,desktop,browser,210,92
e-00-0221-page_view,s-00-0221,anon-0055-0,guide-account,history-v1,page_view,2026-08-11T11:57:14+08:00,2026-08-11T03:58:40+00:00,direct,desktop,browser,,
e-04-0228-read_end,s-04-0228,anon-0038-4,guide-map,history-v1,read_end,2026-08-07T14:56:02+00:00,2026-08-07T22:57:32+08:00,search,desktop,browser,49,79
e-04-0013-page_view,s-04-0013,anon-0164-4,guide-map,history-v1,page_view,2026-08-08T16:45:10+08:00,2026-08-08T16:45:45+08:00,home,desktop,browser,,
e-00-0226-page_view,s-00-0226,anon-0054-0,guide-account,history-v1,page_view,2026-08-10T12:56:57+08:00,2026-08-10T12:57:29+08:00,home,desktop,browser,,
e-00-0007-page_view,s-00-0007,anon-0022-0,guide-account,history-v1,page_view,2026-08-09T01:19:18+08:00,2026-08-09T01:20:41+08:00,campaign,desktop,browser,,
e-04-0017-page_view,s-04-0017,anon-0104-4,guide-map,history-v1,page_view,2026-08-08T14:39:45+08:00,2026-08-08T06:40:18+00:00,direct,desktop,browser,,
e-00-0027-page_view,s-00-0027,anon-0094-0,guide-account,history-v1,page_view,2026-08-12T04:36:25+00:00,2026-08-12T12:37:25+08:00,search,desktop,browser,,
e-01-0038-page_view,s-01-0038,anon-0028-1,guide-device,history-v1,page_view,2026-08-09T20:58:49+08:00,2026-08-09T12:59:04+00:00,search,mobile,browser,,
e-06-0024-page_view,s-06-0024,anon-0012-6,guide-faq,history-v1,page_view,2026-08-07T03:03:12+00:00,2026-08-07T11:03:48+08:00,search,desktop,browser,,
e-01-0033-page_view,s-01-0033,anon-0028-1,guide-device,history-v1,page_view,2026-08-11T17:01:11+00:00,2026-08-12T01:01:57+08:00,home,mobile,browser,,
e-01-0109-read_end,s-01-0109,anon-0068-1,guide-device,history-v1,read_end,2026-08-02T20:16:29+08:00,2026-08-02T20:16:51+08:00,home,mobile,browser,176,52
crawler-0157,crawl-157,,guide-map,history-v1,page_view,2026-08-08T16:34:01+00:00,2026-08-08T16:34:02+00:00,campaign,desktop,crawler,,
e-03-0139-page_view,s-03-0139,anon-0038-3,guide-remote,history-v1,page_view,2026-08-14T23:19:48+08:00,2026-08-14T23:20:07+08:00,home,desktop,browser,,
crawler-0095,crawl-95,,guide-map,history-v1,page_view,2026-08-08T16:20:35+00:00,2026-08-08T16:20:36+00:00,campaign,desktop,crawler,,
e-04-0187-read_end,s-04-0187,anon-0036-4,guide-map,history-v1,read_end,2026-08-10T19:56:47+08:00,2026-08-10T19:57:07+08:00,campaign,desktop,browser,232,38
e-04-0286-read_end,s-04-0286,anon-0071-4,guide-map,history-v1,read_end,2026-08-01T16:13:13+08:00,2026-08-01T16:13:55+08:00,search,mobile,browser,175,78
e-00-0237-page_view,s-00-0237,anon-0041-0,guide-account,history-v1,page_view,2026-08-07T00:22:25+00:00,2026-08-07T08:22:35+08:00,search,desktop,browser,,
e-03-0027-page_view,s-03-0027,anon-0042-3,guide-remote,history-v1,page_view,2026-08-07T15:14:28+00:00,2026-08-07T23:15:16+08:00,search,desktop,browser,,
e-00-0241-page_view,s-00-0241,anon-0013-0,guide-account,history-v1,page_view,2026-08-14T11:01:22+08:00,2026-08-14T11:02:03+08:00,home,desktop,browser,,
crawler-0056,crawl-56,,guide-map,history-v1,page_view,2026-08-08T16:12:08+00:00,2026-08-08T16:12:09+00:00,campaign,desktop,crawler,,
e-04-0193-read_end,s-04-0193,anon-0014-4,guide-map,history-v1,read_end,2026-08-03T13:48:42+08:00,2026-08-03T13:49:13+08:00,search,mobile,browser,92,83
e-03-0101-page_view,s-03-0101,anon-0015-3,guide-remote,history-v1,page_view,2026-08-02T14:04:58+08:00,2026-08-02T06:05:00+00:00,search,desktop,browser,,
e-00-0011-read_end,s-00-0011,anon-0038-0,guide-account,history-v1,read_end,2026-08-03T09:57:02+08:00,2026-08-03T01:58:05+00:00,search,mobile,browser,3,40
e-06-0064-read_end,s-06-0064,anon-0014-6,guide-faq,history-v1,read_end,2026-08-03T10:02:57+08:00,2026-08-03T10:03:54+08:00,search,mobile,browser,162,78
e-01-0069-read_end,s-01-0069,anon-0015-1,guide-device,history-v1,read_end,2026-08-09T17:45:24+00:00,2026-08-10T01:46:41+08:00,search,desktop,browser,158,11
e-03-0127-page_view,s-03-0127,anon-0051-3,guide-remote,history-v1,page_view,2026-08-01T20:46:00+08:00,2026-08-01T20:46:41+08:00,search,desktop,browser,,
e-04-0057-read_end,s-04-0057,anon-0125-4,guide-map,history-v1,read_end,2026-08-04T17:10:53+00:00,2026-08-05T01:12:05+08:00,search,desktop,browser,115,72
crawler-0123,crawl-123,,guide-map,history-v1,page_view,2026-08-08T16:26:39+00:00,2026-08-08T16:26:40+00:00,campaign,desktop,crawler,,
e-04-0095-read_end,s-04-0095,anon-0093-4,guide-map,history-v1,read_end,2026-08-04T09:21:23+08:00,2026-08-04T01:22:47+00:00,direct,desktop,browser,66,74
e-03-0148-page_view,s-03-0148,anon-0004-3,guide-remote,history-v1,page_view,2026-08-02T09:02:38+08:00,2026-08-02T09:02:51+08:00,home,mobile,browser,,
crawler-0026,crawl-26,,guide-map,history-v1,page_view,2026-08-08T16:05:38+00:00,2026-08-08T16:05:39+00:00,campaign,desktop,crawler,,
e-03-0077-page_view,s-03-0077,anon-0008-3,guide-remote,history-v1,page_view,2026-08-01T10:47:32+08:00,2026-08-01T02:48:39+00:00,search,mobile,browser,,
e-05-0066-page_view,s-05-0066,anon-0042-5,guide-permission,history-v1,page_view,2026-08-06T05:36:20+00:00,2026-08-06T13:37:38+08:00,home,desktop,browser,,
e-00-0184-read_end,s-00-0184,anon-0107-0,guide-account,history-v1,read_end,2026-08-01T08:47:26+08:00,2026-08-01T08:48:19+08:00,search,desktop,browser,221,32
e-02-0090-page_view,s-02-0090,anon-0039-2,guide-expense,history-v1,page_view,2026-08-12T18:17:15+00:00,2026-08-13T02:17:17+08:00,search,mobile,browser,,
e-01-0077-read_end,s-01-0077,anon-0032-1,guide-device,history-v1,read_end,2026-08-11T14:35:10+08:00,2026-08-11T06:36:24+00:00,campaign,desktop,browser,162,95
e-05-0063-read_end,s-05-0063,,guide-permission,history-v1,read_end,2026-08-12T15:36:15+00:00,2026-08-12T23:37:24+08:00,search,mobile,browser,162,12
e-04-0313-page_view,s-04-0313,anon-0125-4,guide-map,history-v1,page_view,2026-08-01T02:14:50+08:00,2026-08-01T02:15:07+08:00,search,mobile,browser,,
crawler-0087,crawl-87,,guide-map,history-v1,page_view,2026-08-08T16:18:51+00:00,2026-08-08T16:18:52+00:00,campaign,desktop,crawler,,
e-00-0017-read_end,s-00-0017,anon-0081-0,guide-account,history-v1,read_end,2026-08-04T16:53:56+08:00,2026-08-04T08:54:58+00:00,search,mobile,browser,154,47
e-03-0003-page_view,s-03-0003,anon-0014-3,guide-remote,history-v1,page_view,2026-08-09T22:51:44+00:00,2026-08-10T06:51:50+08:00,search,desktop,browser,,
e-00-0112-page_view,s-00-0112,anon-0075-0,guide-account,history-v1,page_view,2026-08-07T04:02:05+08:00,2026-08-07T04:02:06+08:00,home,mobile,browser,,
e-04-0031-page_view,s-04-0031,anon-0073-4,guide-map,history-v1,page_view,2026-08-05T11:44:10+08:00,2026-08-05T11:44:14+08:00,campaign,desktop,browser,,
e-05-0102-read_end,s-05-0102,anon-0035-5,guide-permission,history-v1,read_end,2026-08-02T23:57:48+00:00,2026-08-03T07:58:47+08:00,home,mobile,browser,33,88
e-00-0033-read_end,s-00-0033,anon-0082-0,guide-account,history-v1,read_end,2026-08-11T11:23:08+00:00,2026-08-11T19:23:41+08:00,search,desktop,browser,44,11
e-01-0061-read_end,s-01-0061,anon-0025-1,guide-device,history-v1,read_end,2026-08-10T16:19:04+08:00,2026-08-10T16:20:14+08:00,search,desktop,browser,108,33
e-04-0178-read_end,s-04-0178,,guide-map,history-v1,read_end,2026-08-14T15:05:25+08:00,2026-08-14T15:05:54+08:00,campaign,mobile,browser,119,95
e-03-0090-read_end,s-03-0090,anon-0035-3,guide-remote,history-v1,read_end,2026-08-07T16:13:17+00:00,2026-08-08T00:13:37+08:00,search,desktop,browser,33,17
e-01-0173-page_view,s-01-0173,anon-0066-1,guide-device,history-v1,page_view,2026-08-06T07:06:05+08:00,2026-08-05T23:06:32+00:00,home,mobile,browser,,
e-04-0080-page_view,s-04-0080,anon-0024-4,guide-map,history-v1,page_view,2026-08-03T20:49:16+08:00,2026-08-03T12:49:31+00:00,search,desktop,browser,,
crawler-0173,crawl-173,,guide-map,history-v1,page_view,2026-08-08T16:37:29+00:00,2026-08-08T16:37:30+00:00,campaign,desktop,crawler,,
e-04-0193-page_view,s-04-0193,anon-0014-4,guide-map,history-v1,page_view,2026-08-03T13:47:10+08:00,2026-08-03T13:48:27+08:00,search,mobile,browser,,
e-01-0009-read_end,s-01-0009,anon-0001-1,guide-device,history-v1,read_end,2026-08-12T16:50:48+00:00,2026-08-13T00:51:10+08:00,direct,desktop,browser,153,30
e-04-0239-page_view,s-04-0239,anon-0059-4,guide-map,history-v1,page_view,2026-08-07T00:15:35+08:00,2026-08-06T16:15:38+00:00,search,desktop,browser,,
e-01-0103-page_view,s-01-0103,anon-0019-1,guide-device,history-v1,page_view,2026-08-03T05:42:57+08:00,2026-08-03T05:44:26+08:00,direct,desktop,browser,,
e-02-0000-read_end,s-02-0000,anon-0011-2,guide-expense,history-v1,read_end,2026-08-02T11:28:19+00:00,2026-08-03T19:29:14+08:00,search,desktop,browser,141,75
e-02-0025-page_view,s-02-0025,anon-0033-2,guide-expense,history-v1,page_view,2026-08-11T09:37:18+08:00,2026-08-11T09:38:10+08:00,search,desktop,browser,,
e-01-0147-page_view,s-01-0147,anon-0051-1,guide-device,history-v1,page_view,2026-08-02T15:07:27+00:00,2026-08-02T23:08:24+08:00,home,mobile,browser,,
crawler-0137,crawl-137,,guide-map,history-v1,page_view,2026-08-08T16:29:41+00:00,2026-08-08T16:29:42+00:00,campaign,desktop,crawler,,
e-03-0053-page_view,s-03-0053,anon-0036-3,guide-remote,history-v1,page_view,2026-08-07T01:18:05+08:00,2026-08-06T17:18:55+00:00,home,desktop,browser,,
e-03-0078-page_view,s-03-0078,anon-0065-3,guide-remote,history-v1,page_view,2026-08-05T23:23:14+00:00,2026-08-06T07:24:32+08:00,direct,desktop,browser,,
e-04-0080-read_end,s-04-0080,anon-0024-4,guide-map,history-v1,read_end,2026-08-03T20:51:20+08:00,2026-08-03T12:52:49+00:00,search,desktop,browser,124,97
e-01-0108-read_end,s-01-0108,anon-0065-1,guide-device,history-v1,read_end,2026-08-01T00:29:21+00:00,2026-08-01T08:30:13+08:00,direct,desktop,browser,88,95
e-04-0003-page_view,s-04-0003,anon-0123-4,guide-map,history-v1,page_view,2026-08-09T12:29:06+00:00,2026-08-09T20:30:05+08:00,search,mobile,browser,,
e-01-0143-read_end,s-01-0143,anon-0002-1,guide-device,history-v1,read_end,2026-08-09T14:06:22+08:00,2026-08-09T06:07:13+00:00,home,desktop,browser,26,25
e-03-0052-page_view,s-03-0052,,guide-remote,history-v1,page_view,2026-08-04T03:57:17+08:00,2026-08-04T03:57:18+08:00,direct,desktop,browser,,
e-06-0038-read_end,s-06-0038,anon-0013-6,guide-faq,history-v1,read_end,2026-08-01T17:49:37+08:00,2026-08-01T09:49:53+00:00,search,mobile,browser,167,80
e-05-0082-read_end,s-05-0082,anon-0005-5,guide-permission,history-v1,read_end,2026-08-07T12:02:36+08:00,2026-08-08T12:02:42+08:00,campaign,desktop,browser,182,9
e-00-0007-read_end,s-00-0007,anon-0022-0,guide-account,history-v1,read_end,2026-08-09T01:21:43+08:00,2026-08-09T01:21:47+08:00,campaign,desktop,browser,145,84
e-02-0084-page_view,s-02-0084,anon-0002-2,guide-expense,history-v1,page_view,2026-08-05T00:46:23+00:00,2026-08-05T08:46:30+08:00,direct,desktop,browser,,
e-04-0275-page_view,s-04-0275,anon-0097-4,guide-map,history-v1,page_view,2026-08-04T16:23:25+08:00,2026-08-04T08:24:37+00:00,direct,desktop,browser,,
e-01-0028-read_end,s-01-0028,anon-0086-1,guide-device,history-v1,read_end,2026-08-02T09:09:54+08:00,2026-08-02T09:10:22+08:00,direct,desktop,browser,3,78
e-05-0105-page_view,s-05-0105,anon-0009-5,guide-permission,history-v1,page_view,2026-08-01T14:03:25+00:00,2026-08-01T22:03:39+08:00,search,mobile,browser,,
e-01-0167-page_view,s-01-0167,anon-0040-1,guide-device,history-v1,page_view,2026-08-14T01:29:50+08:00,2026-08-13T17:30:02+00:00,home,desktop,browser,,
e-04-0183-page_view,s-04-0183,anon-0089-4,guide-map,history-v1,page_view,2026-08-12T23:15:06+00:00,2026-08-13T07:15:56+08:00,home,desktop,browser,,
e-00-0247-page_view,s-00-0247,anon-0076-0,guide-account,history-v1,page_view,2026-08-13T21:12:02+08:00,2026-08-13T21:13:28+08:00,search,mobile,browser,,
e-02-0068-read_end,s-02-0068,anon-0029-2,guide-expense,history-v1,read_end,2026-08-14T11:51:55+08:00,2026-08-14T03:52:59+00:00,home,mobile,browser,86,10
e-01-0038-read_end,s-01-0038,anon-0028-1,guide-device,history-v1,read_end,2026-08-09T21:01:07+08:00,2026-08-09T13:01:32+00:00,search,mobile,browser,138,79
e-02-0039-page_view,s-02-0039,anon-0038-2,guide-expense,history-v1,page_view,2026-08-09T12:19:09+00:00,2026-08-09T20:20:13+08:00,search,desktop,browser,,
e-06-0054-read_end,s-06-0054,anon-0011-6,guide-faq,history-v1,read_end,2026-08-07T15:45:50+00:00,2026-08-07T23:46:15+08:00,home,mobile,browser,155,100
e-04-0322-read_end,s-04-0322,anon-0160-4,guide-map,history-v1,read_end,2026-08-10T07:28:03+08:00,2026-08-10T07:29:33+08:00,campaign,mobile,browser,217,77
e-03-0140-page_view,s-03-0140,anon-0034-3,guide-remote,history-v1,page_view,2026-08-02T04:47:33+08:00,2026-08-01T20:48:08+00:00,search,mobile,browser,,
e-06-0046-read_end,s-06-0046,anon-0018-6,guide-faq,history-v1,read_end,2026-08-10T22:17:57+08:00,2026-08-10T22:19:24+08:00,search,mobile,browser,179,79
e-04-0256-read_end,s-04-0256,anon-0114-4,guide-map,history-v1,read_end,2026-08-06T02:03:04+08:00,2026-08-06T02:04:13+08:00,search,mobile,browser,48,81
e-04-0252-page_view,s-04-0252,anon-0041-4,guide-map,history-v1,page_view,2026-08-01T12:45:36+00:00,2026-08-01T20:45:50+08:00,campaign,mobile,browser,,
crawler-0106,crawl-106,,guide-map,history-v1,page_view,2026-08-08T16:22:58+00:00,2026-08-08T16:22:59+00:00,campaign,desktop,crawler,,
e-04-0008-page_view,s-04-0008,,guide-map,history-v1,page_view,2026-08-05T12:18:29+08:00,2026-08-05T04:19:00+00:00,home,mobile,browser,,
e-01-0148-read_end,s-01-0148,anon-0010-1,guide-device,history-v1,read_end,2026-08-02T08:28:37+08:00,2026-08-02T08:29:48+08:00,search,desktop,browser,271,47
e-04-0266-page_view,s-04-0266,anon-0145-4,guide-map,history-v1,page_view,2026-08-14T14:02:12+08:00,2026-08-14T06:03:22+00:00,direct,desktop,browser,,
e-05-0080-page_view,s-05-0080,anon-0044-5,guide-permission,history-v1,page_view,2026-08-13T09:40:25+08:00,2026-08-13T01:41:08+00:00,search,desktop,browser,,
e-04-0294-page_view,s-04-0294,anon-0013-4,guide-map,history-v1,page_view,2026-08-01T10:30:39+00:00,2026-08-01T18:31:38+08:00,search,desktop,browser,,
e-00-0222-page_view,s-00-0222,anon-0088-0,guide-account,history-v1,page_view,2026-08-14T12:31:02+00:00,2026-08-14T20:32:15+08:00,direct,mobile,browser,,
e-03-0143-read_end,s-03-0143,anon-0030-3,guide-remote,history-v1,read_end,2026-08-06T05:12:49+08:00,2026-08-05T21:13:25+00:00,direct,desktop,browser,144,98
e-02-0069-page_view,s-02-0069,anon-0010-2,guide-expense,history-v1,page_view,2026-08-01T05:50:52+00:00,2026-08-01T13:52:08+08:00,direct,mobile,browser,,
e-06-0033-read_end,s-06-0033,anon-0008-6,guide-faq,history-v1,read_end,2026-08-01T09:51:01+00:00,2026-08-01T17:51:43+08:00,search,mobile,browser,73,83
e-00-0144-page_view,s-00-0144,anon-0114-0,guide-account,history-v1,page_view,2026-08-02T15:05:48+00:00,2026-08-02T23:06:40+08:00,direct,mobile,browser,,
e-04-0162-page_view,s-04-0162,anon-0020-4,guide-map,history-v1,page_view,2026-08-02T16:26:06+00:00,2026-08-03T00:26:25+08:00,campaign,mobile,browser,,
e-03-0159-read_end,s-03-0159,anon-0056-3,guide-remote,history-v1,read_end,2026-08-10T08:30:42+00:00,2026-08-10T16:32:11+08:00,search,desktop,browser,79,53
e-05-0087-page_view,s-05-0087,anon-0031-5,guide-permission,history-v1,page_view,2026-08-04T17:31:45+00:00,2026-08-05T01:32:02+08:00,search,mobile,browser,,
e-03-0110-read_end,s-03-0110,anon-0031-3,guide-remote,history-v1,read_end,2026-08-06T11:36:52+08:00,2026-08-06T03:37:23+00:00,home,desktop,browser,146,5
