feedback_id,session_id,article_id,content_version,occurred_at,received_at,value,comment
f-04-0164,s-04-0164,guide-map,history-v1,2026-08-02T12:55:19+08:00,2026-08-02T04:55:25+00:00,helpful,方便查找
f-04-0171,s-04-0171,guide-map,history-v1,2026-08-07T17:58:38+00:00,2026-08-08T01:58:44+08:00,helpful,方便查找
f-04-0174,s-04-0174,guide-map,history-v1,2026-08-02T09:25:11+00:00,2026-08-02T17:25:17+08:00,helpful,按步骤完成了
f-04-0177,s-04-0177,guide-map,history-v1,2026-08-07T01:22:35+00:00,2026-08-07T09:22:41+08:00,helpful,内容清楚
f-04-0184,s-04-0184,guide-map,history-v1,2026-08-13T03:12:39+08:00,2026-08-13T03:12:45+08:00,helpful,方便查找
f-04-0187,s-04-0187,guide-map,history-v1,2026-08-10T19:56:49+08:00,2026-08-10T19:56:55+08:00,helpful,内容清楚
f-04-0191,s-04-0191,guide-map,history-v1,2026-08-11T13:05:32+08:00,2026-08-11T05:05:38+00:00,unhelpful,步骤对不上当前页面
f-04-0194,s-04-0194,guide-map,history-v1,2026-08-08T00:07:49+08:00,2026-08-07T16:07:55+00:00,helpful,内容清楚
f-04-0197,s-04-0197,guide-map,history-v1,2026-08-08T12:47:14+08:00,2026-08-08T04:47:20+00:00,helpful,方便查找
f-04-0203,s-04-0203,guide-map,history-v1,2026-08-04T13:51:10+08:00,2026-08-04T05:51:16+00:00,helpful,按步骤完成了
f-04-0207,s-04-0207,guide-map,history-v1,2026-08-01T22:59:11+00:00,2026-08-02T06:59:17+08:00,helpful,按步骤完成了
f-04-0211,s-04-0211,guide-map,history-v1,2026-08-01T01:38:12+08:00,2026-08-01T01:38:18+08:00,helpful,按步骤完成了
f-04-0215,s-04-0215,guide-map,history-v1,2026-08-09T03:34:05+08:00,2026-08-08T19:34:11+00:00,helpful,方便查找
f-04-0217,s-04-0217,guide-map,history-v1,2026-08-11T22:54:46+08:00,2026-08-11T22:54:52+08:00,helpful,内容清楚
f-04-0225,s-04-0225,guide-map,history-v1,2026-08-11T19:48:37+00:00,2026-08-12T03:48:43+08:00,helpful,方便查找
f-04-0226,s-04-0226,guide-map,history-v1,2026-08-01T02:43:03+08:00,2026-08-01T02:43:09+08:00,helpful,按步骤完成了
f-04-0233,s-04-0233,guide-map,history-v1,2026-08-13T15:25:10+08:00,2026-08-13T07:25:16+00:00,helpful,内容清楚
f-04-0236,s-04-0236,guide-map,history-v1,2026-08-14T21:22:39+08:00,2026-08-14T13:22:45+00:00,helpful,按步骤完成了
f-04-0243,s-04-0243,guide-map,history-v1,2026-08-10T03:56:27+00:00,2026-08-10T11:56:33+08:00,helpful,方便查找
f-04-0244,s-04-0244,guide-map,history-v1,2026-08-09T19:44:30+08:00,2026-08-09T19:44:36+08:00,helpful,内容清楚
f-04-0246,s-04-0246,guide-map,history-v1,2026-08-01T16:00:25+00:00,2026-08-02T00:00:31+08:00,helpful,按步骤完成了
f-04-0247,s-04-0247,guide-map,history-v1,2026-08-10T12:56:36+08:00,2026-08-10T12:56:42+08:00,helpful,内容清楚
f-04-0251,s-04-0251,guide-map,history-v1,2026-08-01T19:32:17+08:00,2026-08-01T11:32:23+00:00,helpful,按步骤完成了
f-04-0252,s-04-0252,guide-map,history-v1,2026-08-01T12:46:53+00:00,2026-08-01T20:46:59+08:00,helpful,按步骤完成了
f-04-0254,s-04-0254,guide-map,history-v1,2026-08-05T22:40:36+08:00,2026-08-05T14:40:42+00:00,helpful,内容清楚
f-04-0261,s-04-0261,guide-map,history-v1,2026-08-13T18:43:25+00:00,2026-08-14T02:43:31+08:00,helpful,内容清楚
f-04-0276,s-04-0276,guide-map,history-v1,2026-08-03T00:49:03+00:00,2026-08-03T08:49:09+08:00,helpful,内容清楚
f-04-0278,s-04-0278,guide-map,history-v1,2026-08-11T12:18:50+08:00,2026-08-11T04:18:56+00:00,helpful,方便查找
f-04-0279,s-04-0279,guide-map,history-v1,2026-08-07T19:29:04+00:00,2026-08-08T03:29:10+08:00,unhelpful,步骤对不上当前页面
f-04-0295,s-04-0295,guide-map,history-v1,2026-08-13T10:16:43+08:00,2026-08-13T10:16:49+08:00,helpful,内容清楚
f-04-0301,s-04-0301,guide-map,history-v1,2026-08-05T15:16:36+08:00,2026-08-05T15:16:42+08:00,helpful,内容清楚
f-04-0307,s-04-0307,guide-map,history-v1,2026-08-05T17:50:35+08:00,2026-08-05T17:50:41+08:00,unhelpful,步骤对不上当前页面
f-04-0309,s-04-0309,guide-map,history-v1,2026-08-02T17:53:37+00:00,2026-08-03T01:53:43+08:00,unhelpful,步骤对不上当前页面
f-04-0310,s-04-0310,guide-map,history-v1,2026-08-14T11:49:31+08:00,2026-08-14T11:49:37+08:00,helpful,方便查找
f-04-0313,s-04-0313,guide-map,history-v1,2026-08-01T02:17:01+08:00,2026-08-01T02:17:07+08:00,helpful,按步骤完成了
f-04-0314,s-04-0314,guide-map,history-v1,2026-08-11T11:27:53+08:00,2026-08-11T03:27:59+00:00,helpful,内容清楚
f-04-0317,s-04-0317,guide-map,history-v1,2026-08-11T16:55:53+08:00,2026-08-11T08:55:59+00:00,helpful,方便查找
f-04-0318,s-04-0318,guide-map,history-v1,2026-08-08T13:50:03+00:00,2026-08-08T21:50:09+08:00,helpful,内容清楚
f-04-0322,s-04-0322,guide-map,history-v1,2026-08-10T07:28:05+08:00,2026-08-10T07:28:11+08:00,helpful,方便查找
f-04-0323,s-04-0323,guide-map,history-v1,2026-08-13T15:11:00+08:00,2026-08-13T07:11:06+00:00,helpful,按步骤完成了
f-04-0324,s-04-0324,guide-map,history-v1,2026-08-01T06:03:33+00:00,2026-08-01T14:03:39+08:00,helpful,按步骤完成了
f-05-0007,s-05-0007,guide-permission,history-v1,2026-08-02T07:22:23+08:00,2026-08-02T07:22:29+08:00,unhelpful,缺少需要准备的材料
f-05-0008,s-05-0008,guide-permission,history-v1,2026-08-07T05:53:52+08:00,2026-08-06T21:53:58+00:00,unhelpful,遇到错误后不知道下一步
f-05-0009,s-05-0009,guide-permission,history-v1,2026-08-09T16:55:02+00:00,2026-08-10T00:55:08+08:00,helpful,内容清楚
f-05-0010,s-05-0010,guide-permission,history-v1,2026-08-01T12:42:43+08:00,2026-08-01T12:42:49+08:00,helpful,内容清楚
f-05-0012,s-05-0012,guide-permission,history-v1,2026-08-07T06:36:05+00:00,2026-08-07T14:36:11+08:00,helpful,方便查找
f-05-0014,s-05-0014,guide-permission,history-v1,2026-08-04T23:22:25+08:00,2026-08-04T15:22:31+00:00,unhelpful,步骤对不上当前页面
f-05-0015,s-05-0015,guide-permission,history-v1,2026-08-05T06:53:42+00:00,2026-08-05T14:53:48+08:00,helpful,按步骤完成了
f-05-0026,s-05-0026,guide-permission,history-v1,2026-08-11T00:33:36+08:00,2026-08-10T16:33:42+00:00,unhelpful,缺少需要准备的材料
f-05-0031,s-05-0031,guide-permission,history-v1,2026-08-08T03:29:11+08:00,2026-08-08T03:29:17+08:00,unhelpful,缺少需要准备的材料
f-05-0033,s-05-0033,guide-permission,history-v1,2026-08-09T04:12:45+00:00,2026-08-09T12:12:51+08:00,unhelpful,缺少需要准备的材料
f-05-0036,s-05-0036,guide-permission,history-v1,2026-08-02T03:57:50+00:00,2026-08-02T11:57:56+08:00,unhelpful,遇到错误后不知道下一步
f-05-0039,s-05-0039,guide-permission,history-v1,2026-08-07T05:30:05+00:00,2026-08-07T13:30:11+08:00,helpful,按步骤完成了
f-05-0041,s-05-0041,guide-permission,history-v1,2026-08-07T13:49:32+08:00,2026-08-07T05:49:38+00:00,helpful,方便查找
f-05-0043,s-05-0043,guide-permission,history-v1,2026-08-04T03:33:37+08:00,2026-08-04T03:33:43+08:00,unhelpful,步骤对不上当前页面
f-05-0048,s-05-0048,guide-permission,history-v1,2026-08-09T05:53:41+00:00,2026-08-09T13:53:47+08:00,unhelpful,步骤对不上当前页面
f-05-0049,s-05-0049,guide-permission,history-v1,2026-08-12T02:58:12+08:00,2026-08-12T02:58:18+08:00,helpful,方便查找
f-05-0063,s-05-0063,guide-permission,history-v1,2026-08-12T15:36:17+00:00,2026-08-12T23:36:23+08:00,unhelpful,缺少需要准备的材料
f-05-0067,s-05-0067,guide-permission,history-v1,2026-08-06T21:26:42+08:00,2026-08-06T21:26:48+08:00,unhelpful,遇到错误后不知道下一步
f-05-0079,s-05-0079,guide-permission,history-v1,2026-08-05T23:38:18+08:00,2026-08-05T23:38:24+08:00,unhelpful,步骤对不上当前页面
f-05-0080,s-05-0080,guide-permission,history-v1,2026-08-13T09:41:10+08:00,2026-08-13T01:41:16+00:00,unhelpful,遇到错误后不知道下一步
f-05-0081,s-05-0081,guide-permission,history-v1,2026-08-09T03:33:07+00:00,2026-08-09T11:33:13+08:00,unhelpful,遇到错误后不知道下一步
f-05-0091,s-05-0091,guide-permission,history-v1,2026-08-11T08:35:59+08:00,2026-08-11T08:36:05+08:00,unhelpful,遇到错误后不知道下一步
f-05-0097,s-05-0097,guide-permission,history-v1,2026-08-11T08:15:05+08:00,2026-08-11T08:15:11+08:00,unhelpful,遇到错误后不知道下一步
f-05-0098,s-05-0098,guide-permission,history-v1,2026-08-03T07:16:26+08:00,2026-08-02T23:16:32+00:00,unhelpful,遇到错误后不知道下一步
f-05-0099,s-05-0099,guide-permission,history-v1,2026-08-03T06:28:51+00:00,2026-08-03T14:28:57+08:00,unhelpful,步骤对不上当前页面
f-05-0102,s-05-0102,guide-permission,history-v1,2026-08-02T23:57:50+00:00,2026-08-03T07:57:56+08:00,helpful,内容清楚
f-05-0107,s-05-0107,guide-permission,history-v1,2026-08-08T01:18:06+08:00,2026-08-07T17:18:12+00:00,helpful,内容清楚
f-05-0108,s-05-0108,guide-permission,history-v1,2026-08-04T02:13:13+00:00,2026-08-04T10:13:19+08:00,unhelpful,遇到错误后不知道下一步
f-06-0003,s-06-0003,guide-faq,history-v1,2026-08-07T20:52:53+00:00,2026-08-08T04:52:59+08:00,helpful,内容清楚
f-06-0007,s-06-0007,guide-faq,history-v1,2026-08-03T19:17:14+08:00,2026-08-03T19:17:20+08:00,helpful,方便查找
f-06-0009,s-06-0009,guide-faq,history-v1,2026-08-07T20:19:06+00:00,2026-08-08T04:19:12+08:00,helpful,按步骤完成了
f-06-0013,s-06-0013,guide-faq,history-v1,2026-08-03T02:00:09+08:00,2026-08-03T02:00:15+08:00,helpful,内容清楚
f-06-0018,s-06-0018,guide-faq,history-v1,2026-08-12T03:26:45+00:00,2026-08-12T11:26:51+08:00,helpful,按步骤完成了
f-06-0019,s-06-0019,guide-faq,history-v1,2026-08-04T23:15:56+08:00,2026-08-04T23:16:02+08:00,helpful,内容清楚
f-06-0021,s-06-0021,guide-faq,history-v1,2026-08-05T15:29:23+00:00,2026-08-05T23:29:29+08:00,helpful,方便查找
f-06-0025,s-06-0025,guide-faq,history-v1,2026-08-12T08:32:53+08:00,2026-08-12T08:32:59+08:00,helpful,方便查找
f-06-0028,s-06-0028,guide-faq,history-v1,2026-08-10T12:47:48+08:00,2026-08-10T12:47:54+08:00,unhelpful,步骤对不上当前页面
f-06-0030,s-06-0030,guide-faq,history-v1,2026-08-05T14:48:58+00:00,2026-08-05T22:49:04+08:00,helpful,方便查找
f-06-0037,s-06-0037,guide-faq,history-v1,2026-08-08T03:56:39+08:00,2026-08-08T03:56:45+08:00,helpful,方便查找
f-06-0051,s-06-0051,guide-faq,history-v1,2026-08-14T08:49:35+00:00,2026-08-14T16:49:41+08:00,helpful,内容清楚
f-06-0056,s-06-0056,guide-faq,history-v1,2026-08-09T22:25:24+08:00,2026-08-09T14:25:30+00:00,helpful,按步骤完成了
f-06-0062,s-06-0062,guide-faq,history-v1,2026-08-05T06:49:00+08:00,2026-08-04T22:49:06+00:00,helpful,内容清楚
f-00-0000,s-00-0000,guide-account,history-v1,2026-08-11T13:05:03+00:00,2026-08-11T21:05:09+08:00,unhelpful,步骤对不上当前页面
f-unknown,s-00-0002,guide-missing,history-v1,2026-08-05T04:53:03+08:00,2026-08-04T20:53:09+00:00,helpful,内容清楚
f-no-session,,guide-account,history-v1,2026-08-04T22:34:39+08:00,2026-08-04T14:34:45+00:00,helpful,按步骤完成了
f-invalid,s-00-0006,guide-account,history-v1,2026-08-03T22:41:44+00:00,2026-08-04T06:41:50+08:00,maybe,缺少需要准备的材料
