event_id,session_id,anonymous_id,article_id,content_version,event_type,occurred_at,received_at,channel,device,client_agent,duration_seconds,scroll_percent,region
e-02-0048-read_end,s-02-0048,anon-0011-2,guide-expense,history-v1,read_end,2026-08-07T01:07:41+00:00,2026-08-07T09:07:55+08:00,campaign,desktop,browser,61,78,北京
e-03-0133-read_end,s-03-0133,anon-0047-3,guide-remote,history-v1,read_end,2026-08-10T22:21:14+08:00,2026-08-10T22:21:56+08:00,home,mobile,browser,15,12,上海
e-01-0068-page_view,s-01-0068,anon-0020-1,guide-device,history-v1,page_view,2026-08-11T21:23:37+08:00,2026-08-11T13:23:42+00:00,home,mobile,browser,,,四川
e-05-0057-read_end,s-05-0057,anon-0014-5,guide-permission,history-v1,read_end,2026-07-31T17:59:26+00:00,2026-08-01T01:59:54+08:00,search,desktop,browser,62,93,北京
e-04-0304-read_end,s-04-0304,anon-0015-4,guide-map,history-v1,read_end,2026-08-11T12:22:05+08:00,2026-08-11T12:22:17+08:00,search,desktop,browser,112,97,广东
e-00-0012-page_view,s-00-0012,anon-0053-0,guide-account,history-v1,page_view,2026-08-06T14:34:11+00:00,2026-08-06T22:34:50+08:00,direct,mobile,browser,,,北京
e-02-0018-page_view,s-02-0018,anon-0033-2,guide-expense,history-v1,page_view,2026-08-10T23:30:45+00:00,2026-08-11T07:31:26+08:00,home,desktop,browser,,,浙江
e-03-0082-page_view,s-03-0082,anon-0024-3,guide-remote,history-v1,page_view,2026-08-01T22:17:18+08:00,2026-08-02T22:18:26+08:00,search,desktop,browser,,,未知
e-02-0003-read_end,s-02-0003,anon-0033-2,guide-expense,history-v1,read_end,2026-08-10T10:10:29+00:00,2026-08-10T18:10:39+08:00,direct,desktop,browser,3,79,浙江
e-00-0191-read_end,s-00-0191,anon-0099-0,guide-account,history-v1,read_end,2026-08-08T20:31:36+08:00,2026-08-08T12:32:59+00:00,direct,mobile,browser,106,82,广东
e-06-0055-read_end,s-06-0055,anon-0008-6,guide-faq,history-v1,read_end,2026-08-04T15:48:30+08:00,2026-08-04T15:48:40+08:00,campaign,desktop,browser,16,91,四川
e-05-0096-page_view,s-05-0096,anon-0053-5,guide-permission,history-v1,page_view,2026-07-31T22:30:19+00:00,2026-08-01T06:31:47+08:00,home,desktop,browser,,,北京
e-03-0090-page_view,s-03-0090,anon-0035-3,guide-remote,history-v1,page_view,2026-08-07T16:12:44+00:00,2026-08-08T00:13:36+08:00,search,desktop,browser,,,上海
crawler-0113,crawl-113,,guide-map,history-v1,page_view,2026-08-08T16:24:29+00:00,2026-08-08T16:24:30+00:00,campaign,desktop,crawler,,,浙江
e-04-0047-read_end,s-04-0047,anon-0133-4,guide-map,history-v1,read_end,2026-08-03T00:28:13+08:00,2026-08-02T16:28:21+00:00,home,desktop,browser,20,74,广东
e-05-0065-read_end,s-05-0065,anon-0016-5,guide-permission,history-v1,read_end,2026-08-10T13:06:49+08:00,2026-08-10T05:07:32+00:00,direct,desktop,browser,100,75,四川
e-05-0096-read_end,s-05-0096,anon-0053-5,guide-permission,history-v1,read_end,2026-07-31T22:33:16+00:00,2026-08-01T06:33:53+08:00,home,desktop,browser,177,83,北京
e-04-0202-read_end,s-04-0202,anon-0094-4,guide-map,history-v1,read_end,2026-08-05T00:02:25+08:00,2026-08-05T00:02:45+08:00,home,desktop,browser,17,91,上海
e-00-0053-page_view,s-00-0053,anon-0080-0,guide-account,history-v1,page_view,2026-08-05T23:18:06+08:00,2026-08-05T15:18:38+00:00,direct,desktop,browser,,,上海
e-00-0118-page_view,s-00-0118,anon-0026-0,guide-account,history-v1,page_view,2026-08-06T11:58:49+08:00,2026-08-06T11:59:26+08:00,home,desktop,browser,,,上海
e-04-0264-page_view,s-04-0264,anon-0067-4,guide-map,history-v1,page_view,2026-08-03T05:10:25+00:00,2026-08-03T13:10:36+08:00,search,desktop,browser,,,江苏
e-05-0050-page_view,s-05-0050,,guide-permission,history-v1,page_view,2026-08-14T09:05:02+08:00,2026-08-14T01:05:59+00:00,campaign,desktop,browser,,,广东
e-01-0155-page_view,s-01-0155,anon-0074-1,guide-device,history-v1,page_view,2026-08-13T17:30:35+08:00,2026-08-13T09:31:58+00:00,search,desktop,browser,,,浙江
e-00-0087-page_view,s-00-0087,anon-0019-0,guide-account,history-v1,page_view,2026-08-13T10:50:58+00:00,2026-08-13T18:51:44+08:00,search,mobile,browser,,,四川
e-05-0005-page_view,s-05-0005,anon-0012-5,guide-permission,history-v1,page_view,2026-08-07T10:50:10+08:00,2026-08-07T02:51:24+00:00,search,desktop,browser,,,北京
e-04-0146-page_view,s-04-0146,anon-0064-4,guide-map,history-v1,page_view,2026-08-11T12:04:51+08:00,2026-08-11T04:06:19+00:00,search,mobile,browser,,,上海
e-04-0023-page_view,s-04-0023,anon-0158-4,guide-map,history-v1,page_view,2026-08-05T18:13:40+08:00,2026-08-05T10:14:37+00:00,home,mobile,browser,,,上海
e-04-0325-page_view,s-04-0325,anon-0083-4,guide-map,history-v1,page_view,2026-08-02T20:02:18+08:00,2026-08-02T20:02:26+08:00,search,desktop,browser,,,江苏
e-05-0071-page_view,s-05-0071,,guide-permission,history-v1,page_view,2026-08-12T22:04:56+08:00,2026-08-12T14:05:02+00:00,direct,desktop,browser,,,上海
e-01-0077-page_view,s-01-0077,anon-0032-1,guide-device,history-v1,page_view,2026-08-11T14:32:28+08:00,2026-08-11T06:32:48+00:00,campaign,desktop,browser,,,上海
e-03-0092-page_view,s-03-0092,anon-0065-3,guide-remote,history-v1,page_view,2026-08-02T23:34:28+08:00,2026-08-02T15:35:36+00:00,direct,mobile,browser,,,浙江
e-00-0108-read_end,s-00-0108,anon-0078-0,guide-account,history-v1,read_end,2026-08-10T19:49:10+00:00,2026-08-11T03:50:26+08:00,search,desktop,browser,102,100,江苏
e-04-0228-page_view,s-04-0228,anon-0038-4,guide-map,history-v1,page_view,2026-08-07T14:55:13+00:00,2026-08-07T22:56:19+08:00,search,desktop,browser,,,上海
e-05-0029-read_end,s-05-0029,anon-0047-5,guide-permission,history-v1,read_end,2026-08-08T05:14:37+08:00,2026-08-07T21:15:52+00:00,search,desktop,browser,154,87,未知
e-00-0071-read_end,s-00-0071,anon-0038-0,guide-account,history-v1,read_end,2026-08-11T01:35:52+08:00,2026-08-10T17:36:44+00:00,search,desktop,browser,179,82,未知
crawler-0044,crawl-44,,guide-map,history-v1,page_view,2026-08-08T16:09:32+00:00,2026-08-08T16:09:33+00:00,campaign,desktop,crawler,,,江苏
e-04-0039-read_end,s-04-0039,anon-0109-4,guide-map,history-v1,read_end,2026-08-13T23:15:56+00:00,2026-08-14T07:16:15+08:00,campaign,mobile,browser,106,72,广东
e-06-0045-read_end,s-06-0045,anon-0005-6,guide-faq,history-v1,read_end,2026-08-12T00:09:44+00:00,2026-08-12T08:10:56+08:00,search,desktop,browser,136,92,浙江
e-01-0161-page_view,s-01-0161,anon-0068-1,guide-device,history-v1,page_view,2026-08-12T17:53:09+08:00,2026-08-12T09:54:20+00:00,home,mobile,browser,,,北京
e-02-0079-page_view,s-02-0079,anon-0013-2,guide-expense,history-v1,page_view,2026-08-08T20:02:15+08:00,2026-08-08T20:02:40+08:00,home,mobile,browser,,,四川
e-00-0074-page_view,s-00-0074,anon-0053-0,guide-account,history-v1,page_view,2026-08-10T06:07:13+08:00,2026-08-09T22:07:57+00:00,search,mobile,browser,,,北京
e-04-0121-page_view,s-04-0121,anon-0117-4,guide-map,history-v1,page_view,2026-08-09T15:51:30+08:00,2026-08-09T15:52:16+08:00,campaign,mobile,browser,,,上海
e-04-0217-read_end,s-04-0217,anon-0139-4,guide-map,history-v1,read_end,2026-08-11T22:54:44+08:00,2026-08-11T22:55:40+08:00,search,desktop,browser,242,11,广东
e-00-0179-read_end,s-00-0179,anon-0015-0,guide-account,history-v1,read_end,2026-08-06T07:20:51+08:00,2026-08-05T23:21:21+00:00,search,mobile,browser,149,97,北京
e-05-0070-read_end,s-05-0070,anon-0050-5,guide-permission,history-v1,read_end,2026-08-03T03:12:58+08:00,2026-08-03T03:13:16+08:00,search,desktop,browser,70,55,浙江
e-05-0108-page_view,s-05-0108,anon-0052-5,guide-permission,history-v1,page_view,2026-08-04T02:11:03+00:00,2026-08-04T10:11:47+08:00,search,desktop,browser,,,江苏
e-01-0080-read_end,s-01-0080,,guide-device,history-v1,read_end,2026-08-01T22:58:57+08:00,2026-08-01T14:59:32+00:00,home,mobile,browser,48,5,未知
e-01-0167-read_end,s-01-0167,anon-0040-1,guide-device,history-v1,read_end,2026-08-14T01:31:54+08:00,2026-08-13T17:32:42+00:00,home,desktop,browser,124,98,四川
e-04-0251-page_view,s-04-0251,anon-0114-4,guide-map,history-v1,page_view,2026-08-01T19:30:18+08:00,2026-08-01T11:31:40+00:00,home,desktop,browser,,,四川
e-03-0085-page_view,s-03-0085,anon-0049-3,guide-remote,history-v1,page_view,2026-08-05T16:51:12+08:00,2026-08-05T16:52:09+08:00,search,mobile,browser,,,未知
e-03-0003-read_end,s-03-0003,anon-0014-3,guide-remote,history-v1,read_end,2026-08-09T22:53:17+00:00,2026-08-10T06:54:05+08:00,search,desktop,browser,93,43,未知
e-04-0293-read_end,s-04-0293,anon-0031-4,guide-map,history-v1,read_end,2026-08-08T15:25:13+08:00,2026-08-08T07:26:37+00:00,direct,mobile,browser,187,84,北京
e-04-0059-page_view,s-04-0059,anon-0089-4,guide-map,history-v1,page_view,2026-08-05T14:32:56+08:00,2026-08-05T06:33:06+00:00,campaign,desktop,browser,,,浙江
e-01-0134-read_end,s-01-0134,anon-0035-1,guide-device,history-v1,read_end,2026-08-10T15:15:53+08:00,2026-08-10T07:16:57+00:00,home,mobile,browser,110,30,四川
e-04-0178-page_view,s-04-0178,,guide-map,history-v1,page_view,2026-08-14T15:03:26+08:00,2026-08-14T15:04:44+08:00,campaign,mobile,browser,,,北京
e-00-0259-page_view,s-00-0259,anon-0116-0,guide-account,history-v1,page_view,2026-08-14T21:12:12+08:00,2026-08-14T21:12:18+08:00,home,desktop,browser,,,广东
e-05-0105-read_end,s-05-0105,anon-0009-5,guide-permission,history-v1,read_end,2026-08-01T14:06:05+00:00,2026-08-01T22:07:33+08:00,search,mobile,browser,160,44,浙江
e-01-0175-read_end,s-01-0175,anon-0074-1,guide-device,history-v1,read_end,2026-08-01T22:54:48+08:00,2026-08-01T22:55:11+08:00,direct,mobile,browser,66,6,浙江
e-00-0209-page_view,s-00-0209,anon-0006-0,guide-account,history-v1,page_view,2026-08-13T22:30:25+08:00,2026-08-13T14:31:23+00:00,direct,desktop,browser,,,江苏
e-04-0307-read_end,s-04-0307,anon-0015-4,guide-map,history-v1,read_end,2026-08-05T17:50:33+08:00,2026-08-05T17:51:17+08:00,search,mobile,browser,148,80,广东
e-00-0099-page_view,s-00-0099,anon-0100-0,guide-account,history-v1,page_view,2026-08-13T09:47:02+00:00,2026-08-13T17:47:41+08:00,search,mobile,browser,,,广东
e-03-0065-read_end,s-03-0065,anon-0078-3,guide-remote,history-v1,read_end,2026-08-03T02:15:03+08:00,2026-08-02T18:15:17+00:00,campaign,mobile,browser,20,12,江苏
crawler-0054,crawl-54,,guide-map,history-v1,page_view,2026-08-08T16:11:42+00:00,2026-08-08T16:11:43+00:00,campaign,desktop,crawler,,,江苏
e-00-0187-read_end,s-00-0187,anon-0118-0,guide-account,history-v1,read_end,2026-08-03T22:18:51+08:00,2026-08-03T22:20:20+08:00,home,mobile,browser,165,99,四川
e-00-0113-page_view,s-00-0113,anon-0074-0,guide-account,history-v1,page_view,2026-08-09T02:16:48+08:00,2026-08-08T18:17:50+00:00,search,desktop,browser,,,上海
e-00-0090-page_view,s-00-0090,anon-0095-0,guide-account,history-v1,page_view,2026-08-01T19:53:17+00:00,2026-08-02T03:53:30+08:00,search,desktop,browser,,,江苏
e-04-0206-page_view,s-04-0206,anon-0122-4,guide-map,history-v1,page_view,2026-08-01T12:13:51+08:00,2026-08-01T04:14:54+00:00,search,desktop,browser,,,上海
crawler-0011,crawl-11,,guide-map,history-v1,page_view,2026-08-08T16:02:23+00:00,2026-08-08T16:02:24+00:00,campaign,desktop,crawler,,,北京
crawler-0067,crawl-67,,guide-map,history-v1,page_view,2026-08-08T16:14:31+00:00,2026-08-08T16:14:32+00:00,campaign,desktop,crawler,,,北京
e-07-0012-read_end,s-07-0012,anon-0001-7,guide-search,history-v1,read_end,2026-08-12T16:25:22+00:00,2026-08-13T00:25:48+08:00,direct,desktop,browser,93,96,四川
e-00-0125-page_view,s-00-0125,anon-0117-0,guide-account,history-v1,page_view,2026-08-09T17:52:36+08:00,2026-08-09T09:53:47+00:00,search,desktop,browser,,,未知
e-01-0125-read_end,s-01-0125,anon-0065-1,guide-device,history-v1,read_end,2026-08-01T17:43:15+08:00,2026-08-01T09:43:25+00:00,search,mobile,browser,96,78,江苏
e-04-0229-read_end,s-04-0229,anon-0059-4,guide-map,history-v1,read_end,2026-08-10T15:30:08+08:00,2026-08-10T15:30:16+08:00,search,desktop,browser,52,86,北京
crawler-0149,crawl-149,,guide-map,history-v1,page_view,2026-08-08T16:32:17+00:00,2026-08-08T16:32:18+00:00,campaign,desktop,crawler,,,四川
e-00-0062-page_view,s-00-0062,anon-0126-0,guide-account,history-v1,page_view,2026-08-12T18:11:21+08:00,2026-08-12T10:12:30+00:00,search,desktop,browser,,,江苏
e-00-0153-page_view,s-00-0153,,guide-account,history-v1,page_view,2026-08-09T04:30:26+00:00,2026-08-09T12:31:56+08:00,direct,desktop,browser,,,广东
e-04-0144-page_view,s-04-0144,anon-0108-4,guide-map,history-v1,page_view,2026-08-09T04:03:05+00:00,2026-08-09T12:04:26+08:00,search,desktop,browser,,,北京
e-03-0065-page_view,s-03-0065,anon-0078-3,guide-remote,history-v1,page_view,2026-08-03T02:14:43+08:00,2026-08-02T18:15:47+00:00,campaign,mobile,browser,,,江苏
e-05-0010-page_view,s-05-0010,anon-0044-5,guide-permission,history-v1,page_view,2026-08-01T12:42:06+08:00,2026-08-01T12:42:17+08:00,search,desktop,browser,,,四川
e-00-0136-page_view,s-00-0136,,guide-account,history-v1,page_view,2026-08-09T19:05:31+08:00,2026-08-09T19:06:34+08:00,search,desktop,browser,,,江苏
e-04-0090-read_end,s-04-0090,anon-0042-4,guide-map,history-v1,read_end,2026-08-13T11:55:56+00:00,2026-08-13T19:57:12+08:00,campaign,desktop,browser,6,89,未知
e-04-0259-page_view,s-04-0259,anon-0135-4,guide-map,history-v1,page_view,2026-08-01T01:04:58+08:00,2026-08-01T01:06:03+08:00,search,desktop,browser,,,上海
e-03-0108-read_end,s-03-0108,anon-0014-3,guide-remote,history-v1,read_end,2026-08-13T01:18:16+00:00,2026-08-13T09:18:45+08:00,search,desktop,browser,43,82,未知
e-01-0177-read_end,s-01-0177,anon-0080-1,guide-device,history-v1,read_end,2026-08-11T06:47:49+00:00,2026-08-11T14:48:07+08:00,search,mobile,browser,59,94,浙江
e-06-0012-page_view,s-06-0012,anon-0014-6,guide-faq,history-v1,page_view,2026-08-13T02:11:13+00:00,2026-08-13T10:12:37+08:00,direct,desktop,browser,,,江苏
e-04-0231-read_end,s-04-0231,anon-0046-4,guide-map,history-v1,read_end,2026-08-06T18:30:35+00:00,2026-08-07T02:31:29+08:00,search,desktop,browser,53,80,浙江
e-02-0026-page_view,s-02-0026,anon-0027-2,guide-expense,history-v1,page_view,2026-08-14T10:32:56+08:00,2026-08-14T02:33:28+00:00,search,desktop,browser,,,江苏
e-02-0071-read_end,s-02-0071,anon-0015-2,guide-expense,history-v1,read_end,2026-08-09T05:15:17+08:00,2026-08-08T21:15:44+00:00,search,mobile,browser,213,89,江苏
e-04-0096-page_view,s-04-0096,anon-0053-4,guide-map,history-v1,page_view,2026-08-11T09:07:55+00:00,2026-08-11T17:09:18+08:00,campaign,desktop,browser,,,浙江
e-04-0032-read_end,s-04-0032,anon-0024-4,guide-map,history-v1,read_end,2026-08-07T11:58:24+08:00,2026-08-07T03:59:14+00:00,search,desktop,browser,100,98,北京
e-04-0234-read_end,s-04-0234,anon-0095-4,guide-map,history-v1,read_end,2026-08-10T03:19:47+00:00,2026-08-10T11:20:55+08:00,search,mobile,browser,110,48,四川
e-00-0169-read_end,s-00-0169,anon-0082-0,guide-account,history-v1,read_end,2026-08-13T00:24:03+08:00,2026-08-13T00:25:15+08:00,search,mobile,browser,49,8,未知
e-01-0145-page_view,s-01-0145,anon-0061-1,guide-device,history-v1,page_view,2026-08-10T02:22:43+08:00,2026-08-10T02:22:51+08:00,direct,mobile,browser,,,浙江
e-00-0245-page_view,s-00-0245,anon-0044-0,guide-account,history-v1,page_view,2026-08-11T05:38:36+08:00,2026-08-10T21:39:51+00:00,search,desktop,browser,,,上海
e-04-0020-read_end,s-04-0020,anon-0016-4,guide-map,history-v1,read_end,2026-08-05T16:02:43+08:00,2026-08-05T08:02:59+00:00,home,desktop,browser,96,75,浙江
e-02-0041-page_view,s-02-0041,anon-0044-2,guide-expense,history-v1,page_view,2026-08-05T12:38:20+08:00,2026-08-06T04:39:45+00:00,search,desktop,browser,,,四川
e-04-0025-page_view,s-04-0025,anon-0007-4,guide-map,history-v1,page_view,2026-08-04T16:06:52+08:00,2026-08-04T16:06:53+08:00,home,mobile,browser,,,上海
e-00-0143-page_view,s-00-0143,anon-0027-0,guide-account,history-v1,page_view,2026-08-05T01:07:38+08:00,2026-08-04T17:08:27+00:00,direct,desktop,browser,,,江苏
e-05-0010-read_end,s-05-0010,anon-0044-5,guide-permission,history-v1,read_end,2026-08-01T12:42:41+08:00,2026-08-01T12:43:44+08:00,search,desktop,browser,35,85,四川
e-01-0095-page_view,s-01-0095,anon-0026-1,guide-device,history-v1,page_view,2026-08-03T11:31:57+08:00,2026-08-03T03:33:23+00:00,search,desktop,browser,,,未知
e-04-0120-page_view,s-04-0120,anon-0038-4,guide-map,history-v1,page_view,2026-08-11T01:26:19+00:00,2026-08-11T09:27:27+08:00,search,mobile,browser,,,上海
e-01-0104-read_end,s-01-0104,anon-0009-1,guide-device,history-v1,read_end,2026-08-14T13:05:10+08:00,2026-08-14T05:06:17+00:00,campaign,desktop,browser,57,95,浙江
e-04-0192-page_view,s-04-0192,anon-0141-4,guide-map,history-v1,page_view,2026-08-05T03:39:04+00:00,2026-08-05T11:39:26+08:00,search,desktop,browser,,,四川
e-04-0043-read_end,s-04-0043,anon-0000-4,guide-map,history-v1,read_end,2026-08-01T20:58:05+08:00,2026-08-01T20:59:01+08:00,campaign,desktop,browser,108,97,浙江
e-04-0011-page_view,s-04-0011,anon-0119-4,guide-map,history-v1,page_view,2026-08-04T07:09:16+08:00,2026-08-03T23:09:32+00:00,home,desktop,browser,,,北京
e-01-0051-page_view,s-01-0051,anon-0049-1,guide-device,history-v1,page_view,2026-08-11T21:49:18+00:00,2026-08-12T05:49:54+08:00,home,desktop,browser,,,北京
crawler-0084,crawl-84,,guide-map,history-v1,page_view,2026-08-08T16:18:12+00:00,2026-08-08T16:18:13+00:00,campaign,desktop,crawler,,,北京
e-00-0208-page_view,s-00-0208,anon-0034-0,guide-account,history-v1,page_view,2026-08-13T23:10:33+08:00,2026-08-13T23:11:36+08:00,direct,mobile,browser,,,浙江
e-04-0107-page_view,s-04-0107,anon-0078-4,guide-map,history-v1,page_view,2026-08-03T00:27:58+08:00,2026-08-02T16:28:32+00:00,search,desktop,browser,,,四川
e-02-0013-page_view,s-02-0013,anon-0036-2,guide-expense,history-v1,page_view,2026-08-12T05:03:58+08:00,2026-08-12T05:04:23+08:00,search,desktop,browser,,,浙江
e-05-0062-page_view,s-05-0062,anon-0054-5,guide-permission,history-v1,page_view,2026-08-06T07:43:32+08:00,2026-08-05T23:44:43+00:00,search,mobile,browser,,,广东
e-00-0081-page_view,s-00-0081,,guide-account,history-v1,page_view,2026-08-10T03:42:57+00:00,2026-08-10T11:43:48+08:00,home,desktop,browser,,,浙江
e-00-0038-page_view,s-00-0038,anon-0005-0,guide-account,history-v1,page_view,2026-08-11T08:05:31+08:00,2026-08-11T00:05:53+00:00,home,mobile,browser,,,北京
e-00-0095-page_view,s-00-0095,anon-0127-0,guide-account,history-v1,page_view,2026-08-08T03:40:07+08:00,2026-08-07T19:40:35+00:00,search,desktop,browser,,,广东
e-00-0084-page_view,s-00-0084,anon-0002-0,guide-account,history-v1,page_view,2026-08-01T05:02:32+00:00,2026-08-01T13:03:01+08:00,search,mobile,browser,,,浙江
e-03-0035-page_view,s-03-0035,anon-0023-3,guide-remote,history-v1,page_view,2026-08-11T05:03:31+08:00,2026-08-10T21:04:12+00:00,search,desktop,browser,,,上海
e-00-0022-page_view,s-00-0022,anon-0056-0,guide-account,history-v1,page_view,2026-08-08T10:19:31+08:00,2026-08-08T10:19:32+08:00,home,mobile,browser,,,广东
e-03-0069-page_view,s-03-0069,anon-0032-3,guide-remote,history-v1,page_view,2026-08-05T16:57:37+00:00,2026-08-06T00:58:27+08:00,direct,mobile,browser,,,北京
e-02-0049-page_view,s-02-0049,anon-0009-2,guide-expense,history-v1,page_view,2026-08-11T14:39:30+08:00,2026-08-11T14:40:04+08:00,search,desktop,browser,,,四川
e-04-0006-read_end,s-04-0006,anon-0103-4,guide-map,history-v1,read_end,2026-08-03T05:24:03+00:00,2026-08-03T13:25:28+08:00,campaign,mobile,browser,84,41,北京
crawler-0066,crawl-66,,guide-map,history-v1,page_view,2026-08-08T16:14:18+00:00,2026-08-08T16:14:19+00:00,campaign,desktop,crawler,,,浙江
crawler-0164,crawl-164,,guide-map,history-v1,page_view,2026-08-08T16:35:32+00:00,2026-08-08T16:35:33+00:00,campaign,desktop,crawler,,,上海
e-04-0310-read_end,s-04-0310,anon-0011-4,guide-map,history-v1,read_end,2026-08-14T11:49:29+08:00,2026-08-14T11:49:45+08:00,search,desktop,browser,56,95,广东
e-04-0189-read_end,s-04-0189,anon-0112-4,guide-map,history-v1,read_end,2026-08-03T06:02:49+00:00,2026-08-03T14:04:10+08:00,home,desktop,browser,132,28,浙江
e-00-0028-read_end,s-00-0028,anon-0035-0,guide-account,history-v1,read_end,2026-08-12T13:07:10+08:00,2026-08-12T13:08:32+08:00,search,mobile,browser,171,81,未知
e-00-0042-page_view,s-00-0042,anon-0050-0,guide-account,history-v1,page_view,2026-08-03T03:59:00+00:00,2026-08-03T11:59:36+08:00,direct,desktop,browser,,,四川
e-04-0146-read_end,s-04-0146,anon-0064-4,guide-map,history-v1,read_end,2026-08-11T12:08:06+08:00,2026-08-11T04:08:45+00:00,search,mobile,browser,195,79,上海
e-03-0012-read_end,s-03-0012,anon-0043-3,guide-remote,history-v1,read_end,2026-08-04T15:05:54+00:00,2026-08-04T23:06:34+08:00,home,mobile,browser,6,16,未知
e-02-0036-read_end,s-02-0036,anon-0038-2,guide-expense,history-v1,read_end,2026-08-09T18:54:18+00:00,2026-08-10T02:54:43+08:00,direct,desktop,browser,119,85,江苏
e-04-0116-read_end,s-04-0116,anon-0059-4,guide-map,history-v1,read_end,2026-08-04T06:13:45+08:00,2026-08-03T22:13:55+00:00,direct,mobile,browser,3,76,北京
e-03-0066-page_view,s-03-0066,anon-0037-3,guide-remote,history-v1,page_view,2026-08-01T03:48:11+00:00,2026-08-01T11:48:50+08:00,campaign,mobile,browser,,,未知
e-04-0126-page_view,s-04-0126,anon-0108-4,guide-map,history-v1,page_view,2026-08-07T21:41:20+00:00,2026-08-08T05:42:29+08:00,direct,mobile,browser,,,北京
e-04-0170-read_end,s-04-0170,anon-0138-4,guide-map,history-v1,read_end,2026-08-09T02:43:43+08:00,2026-08-08T18:43:49+00:00,direct,desktop,browser,123,27,北京
e-01-0157-read_end,s-01-0157,anon-0004-1,guide-device,history-v1,read_end,2026-08-11T08:11:29+08:00,2026-08-11T08:11:30+08:00,home,mobile,browser,145,42,江苏
e-04-0172-read_end,s-04-0172,anon-0022-4,guide-map,history-v1,read_end,2026-08-03T01:33:59+08:00,2026-08-03T01:34:22+08:00,direct,desktop,browser,46,88,浙江
e-04-0112-page_view,s-04-0112,,guide-map,history-v1,page_view,2026-08-04T19:03:49+08:00,2026-08-04T19:04:52+08:00,search,desktop,browser,,,四川
e-00-0125-read_end,s-00-0125,anon-0117-0,guide-account,history-v1,read_end,2026-08-09T17:55:23+08:00,2026-08-09T09:56:45+00:00,search,desktop,browser,167,46,未知
e-04-0045-read_end,s-04-0045,anon-0053-4,guide-map,history-v1,read_end,2026-08-05T03:24:33+00:00,2026-08-05T11:25:08+08:00,campaign,mobile,browser,26,84,浙江
e-00-0151-read_end,s-00-0151,anon-0081-0,guide-account,history-v1,read_end,2026-08-02T04:28:15+08:00,2026-08-02T04:29:13+08:00,home,desktop,browser,10,88,四川
crawler-0097,crawl-97,,guide-map,history-v1,page_view,2026-08-08T16:21:01+00:00,2026-08-08T16:21:02+00:00,campaign,desktop,crawler,,,浙江
e-04-0111-read_end,s-04-0111,anon-0075-4,guide-map,history-v1,read_end,2026-08-11T02:32:37+00:00,2026-08-11T10:33:11+08:00,search,mobile,browser,94,77,浙江
e-04-0259-read_end,s-04-0259,anon-0135-4,guide-map,history-v1,read_end,2026-08-01T01:05:01+08:00,2026-08-01T01:05:43+08:00,search,desktop,browser,3,85,上海
e-00-0168-page_view,s-00-0168,anon-0120-0,guide-account,history-v1,page_view,2026-08-01T07:45:40+00:00,2026-08-01T15:46:50+08:00,search,desktop,browser,,,未知
e-04-0265-read_end,s-04-0265,anon-0076-4,guide-map,history-v1,read_end,2026-08-12T20:22:55+08:00,2026-08-12T20:23:57+08:00,campaign,desktop,browser,63,92,浙江
e-00-0235-page_view,s-00-0235,anon-0091-0,guide-account,history-v1,page_view,2026-08-05T01:37:02+08:00,2026-08-05T01:38:17+08:00,search,desktop,browser,,,江苏
crawler-0024,crawl-24,,guide-map,history-v1,page_view,2026-08-08T16:05:12+00:00,2026-08-08T16:05:13+00:00,campaign,desktop,crawler,,,广东
e-04-0316-page_view,s-04-0316,anon-0097-4,guide-map,history-v1,page_view,2026-08-02T21:11:49+08:00,2026-08-02T21:12:41+08:00,campaign,desktop,browser,,,北京
e-04-0270-page_view,s-04-0270,anon-0002-4,guide-map,history-v1,page_view,2026-08-02T13:03:48+00:00,2026-08-02T21:04:16+08:00,search,mobile,browser,,,上海
e-06-0037-read_end,s-06-0037,anon-0000-6,guide-faq,history-v1,read_end,2026-08-08T03:56:37+08:00,2026-08-08T03:57:01+08:00,home,mobile,browser,169,77,未知
e-03-0150-page_view,s-03-0150,anon-0055-3,guide-remote,history-v1,page_view,2026-08-07T02:16:32+00:00,2026-08-07T10:17:37+08:00,home,desktop,browser,,,北京
crawler-0027,crawl-27,,guide-map,history-v1,page_view,2026-08-08T16:05:51+00:00,2026-08-08T16:05:52+00:00,campaign,desktop,crawler,,,上海
e-00-0036-read_end,s-00-0036,anon-0074-0,guide-account,history-v1,read_end,2026-08-02T19:37:57+00:00,2026-08-03T03:38:56+08:00,direct,desktop,browser,49,83,上海
e-03-0034-read_end,s-03-0034,anon-0059-3,guide-remote,history-v1,read_end,2026-08-12T13:49:22+08:00,2026-08-12T13:49:25+08:00,direct,desktop,browser,209,8,未知
e-01-0048-read_end,s-01-0048,anon-0054-1,guide-device,history-v1,read_end,2026-08-05T10:02:14+00:00,2026-08-05T18:03:09+08:00,search,mobile,browser,66,18,浙江
e-00-0168-read_end,s-00-0168,anon-0120-0,guide-account,history-v1,read_end,2026-08-01T07:47:24+00:00,2026-08-01T15:48:34+08:00,search,desktop,browser,104,34,未知
crawler-0121,crawl-121,,guide-map,history-v1,page_view,2026-08-08T16:26:13+00:00,2026-08-08T16:26:14+00:00,campaign,desktop,crawler,,,江苏
e-01-0069-page_view,s-01-0069,anon-0015-1,guide-device,history-v1,page_view,2026-08-09T17:42:46+00:00,2026-08-10T01:43:23+08:00,search,desktop,browser,,,四川
